no.,x,ext1,ext2,,,
1192,SALMONELLA,EKPOUI,,,,
1193,SALMONELLA,ELISABETHVILLE,,,,
1194,SALMONELLA,ELOKATE,,,,
1195,SALMONELLA,ELOMRANE,,,,
1196,SALMONELLA,EMEK,,,,
1197,SALMONELLA,ENTERITIDIS,,,,
1198,SALMONELLA,ENUGU,,,,
1199,SALMONELLA,EPINAY,,,,
1200,SALMONELLA,EPPENDORF,,,,
1201,SALMONELLA,ERLANGEN,,,,
1202,SALMONELLA,ESCANABA,,,,
1203,SALMONELLA,ESCHBERG,,,,
1204,SALMONELLA,ESCHERSHEIM,,,,
1205,SALMONELLA,ESCHWEILER,,,,
1206,SALMONELLA,ESSEN,,,,
1207,SALMONELLA,EVERLEIGH,,,,
1208,SALMONELLA,EZRA,,,,
1209,SALMONELLA,FAIRFIELD,,,,
1210,SALMONELLA,FAJARA,,,,
1211,SALMONELLA,FALKENSEE,,,,
1212,SALMONELLA,FALLOWFIELD,,,,
1213,SALMONELLA,FANN,,,,
1214,SALMONELLA,FANTI,,,,
1215,SALMONELLA,FARAKAN,,,,
1216,SALMONELLA,FARMSEN,,,,
1217,SALMONELLA,FARSTA,,,,
1218,SALMONELLA,FERLAC,,,,
1219,SALMONELLA,FERRUCH,,,,
1220,SALMONELLA,FINAGHY,,,,
1221,SALMONELLA,FISCHERHUETTE,,,,
1222,SALMONELLA,FISCHERKIETZ,,,,
1223,SALMONELLA,FISCHERSTRASSE,,,,
1224,SALMONELLA,FLINT,,,,
1225,SALMONELLA,FLORIAN,,,,
1226,SALMONELLA,FLORIDA,,,,
1227,SALMONELLA,FLUNTERN,,,,
1228,SALMONELLA,FOMECO,,,,
1229,SALMONELLA,FORTUNE,,,,
1230,SALMONELLA,FRANKFURT,,,,
1231,SALMONELLA,FREEFALLS,,,,
1232,SALMONELLA,FREETOWN,,,,
1233,SALMONELLA,FREMANTLE,,,,
1234,SALMONELLA,FRESNO,,,,
1235,SALMONELLA,FRIEDENAU,,,,
1236,SALMONELLA,FRIEDRICHSFELDE,,,,
1237,SALMONELLA,FRINTROP,,,,
1238,SALMONELLA,FUFU,,,,
1239,SALMONELLA,FUHLSBUETTEL,,,,
1240,SALMONELLA,FULDA,,,,
1241,SALMONELLA,FULICA,,,,
1242,SALMONELLA,FYRIS,,,,
1243,SALMONELLA,GABON,,,,
1244,SALMONELLA,GAFSA,,,,
1245,SALMONELLA,GAILLAC,,,,
1246,SALMONELLA,GALIEMA,,,,
1247,SALMONELLA,GALLINARUM,,,,
1248,SALMONELLA,GAMBIA,,,,
1249,SALMONELLA,GAMINARA,,,,
1250,SALMONELLA,GARBA,,,,
1251,SALMONELLA,GAROLI,,,,
1252,SALMONELLA,GATESHEAD,,,,
1253,SALMONELLA,GATINEAU,,,,
1254,SALMONELLA,GATOW,,,,
1255,SALMONELLA,GATUNI,,,,
1256,SALMONELLA,GBADAGO,,,,
1257,SALMONELLA,GEGE,,,,
1258,SALMONELLA,GEORGIA,,,,
1259,SALMONELLA,GHANA,,,,
1260,SALMONELLA,GIESSEN,,,,
1261,SALMONELLA,GIVE,,,,
1262,SALMONELLA,GLASGOW,,,,
1263,SALMONELLA,GLOSTRUP,,,,
1264,SALMONELLA,GLOUCESTER,,,,
1265,SALMONELLA,GNESTA,,,,
1266,SALMONELLA,GODESBERG,,,,
1267,SALMONELLA,GOELZAU,,,,
1268,SALMONELLA,GOERLITZ,,,,
1269,SALMONELLA,GOETEBORG,,,,
1270,SALMONELLA,GOETTINGEN,,,,
1271,SALMONELLA,GOLD-COAST,,,,
1272,SALMONELLA,GOMBE,,,,
1273,SALMONELLA,GOVERDHAN,,,,
1274,SALMONELLA,GRAMPIAN,,,,
1275,SALMONELLA,GRUMPENSIS,,,,
1276,SALMONELLA,GUERIN,,,,
1277,SALMONELLA,GUEULETAPEE,,,,
1278,SALMONELLA,GUILDFORD,,,,
1279,SALMONELLA,GUINEA,,,,
1280,SALMONELLA,GUSTAVIA,,,,
1281,SALMONELLA,HAARDT,,,,
1282,SALMONELLA,HADAR,,,,
1283,SALMONELLA,HADDON,,,,
1284,SALMONELLA,HADUNA,,,,
1285,SALMONELLA,HAGA,,,,
1286,SALMONELLA,HAGENBECK,,,,
1287,SALMONELLA,HAIFA,,,,
1288,SALMONELLA,HALLE,,,,
1289,SALMONELLA,HALMSTAD,,,,
1290,SALMONELLA,HANNOVER,,,,
1291,SALMONELLA,HARBURG,,,,
1292,SALMONELLA,HARMELEN,,,,
1293,SALMONELLA,HARTFORD,,,,
1294,SALMONELLA,HATFIELD,,,,
1295,SALMONELLA,HATO,,,,
1296,SALMONELLA,HAVANA,,,,
1297,SALMONELLA,HEIDELBERG,,,,
1298,SALMONELLA,HENNEPIN,,,,
1299,SALMONELLA,HERON,,,,
1300,SALMONELLA,HERSTON,,,,
1301,SALMONELLA,HERZLIYA,,,,
1302,SALMONELLA,HESSAREK,,,,
1303,SALMONELLA,HIDALGO,,,,
1304,SALMONELLA,HILLBROW,,,,
1305,SALMONELLA,HILLINGDON,,,,
1306,SALMONELLA,HINDMARSH,,,,
1307,SALMONELLA,HISSAR,,,,
1308,SALMONELLA,HITHERGREEN,,,,
1309,SALMONELLA,HOFIT,,,,
1310,SALMONELLA,HOLCOMB,,,,
1311,SALMONELLA,HORSHAM,,,,
1312,SALMONELLA,HOUTEN,,,,
1313,SALMONELLA,HUDDINGE,,,,
1314,SALMONELLA,HULL,,,,
1315,SALMONELLA,HVITTINGFOSS,,,,
1316,SALMONELLA,IBADAN,,,,
1317,SALMONELLA,IDIKAN,,,,
1318,SALMONELLA,IKEJA,,,,
1319,SALMONELLA,ILALA,,,,
1320,SALMONELLA,INDIANA,,,,
1321,SALMONELLA,INFANTIS,,,,
1322,SALMONELLA,INGANDA,,,,
1323,SALMONELLA,INPRAW,,,,
1324,SALMONELLA,INVERNESS,,,,
1325,SALMONELLA,IPSWICH,,,,
1326,SALMONELLA,IRENEA,,,,
1327,SALMONELLA,IRIGNY,,,,
1328,SALMONELLA,IRUMU,,,,
1329,SALMONELLA,ISANGI,,,,
1330,SALMONELLA,ISASZEG,,,,
1331,SALMONELLA,ISRAEL,,,,
1332,SALMONELLA,ISTANBUL,,,,
1333,SALMONELLA,ITAMI,,,,
1334,SALMONELLA,ITURI,,,,
1335,SALMONELLA,ITUTABA,,,,
1336,SALMONELLA,JAFFNA,,,,
1337,SALMONELLA,JANGWANI,,,,
1338,SALMONELLA,JAVA,,,,
1339,SALMONELLA,JAVIANA,,,,
1340,SALMONELLA,JEDBURGH,,,,
1341,SALMONELLA,JERUSALEM,,,,
1342,SALMONELLA,JOAL,,,,
1343,SALMONELLA,JODHPUR,,,,
1344,SALMONELLA,JOHANNESBURG,,,,
1345,SALMONELLA,JUKESTOWN,,,,
1346,SALMONELLA,KAAPSTAD,,,,
1347,SALMONELLA,KADUNA,,,,
1348,SALMONELLA,KALAMU,,,,
1349,SALMONELLA,KALINA,,,,
1350,SALMONELLA,KALLO,,,,
1351,SALMONELLA,KAMBOLE,,,,
1352,SALMONELLA,KAMORU,,,,
1353,SALMONELLA,KAMPALA,,,,
1354,SALMONELLA,KANDE,,,,
1355,SALMONELLA,KANDLA,,,,
1356,SALMONELLA,KANESHIE,,,,
1357,SALMONELLA,KANO,,,,
1358,SALMONELLA,KAOLACK,,,,
1359,SALMONELLA,KAPEMBA,,,,
1360,SALMONELLA,KARAMOJA,,,,
1361,SALMONELLA,KASENYI,,,,
1362,SALMONELLA,KASTRUP,,,,
1363,SALMONELLA,KEDOUGOU,,,,
1364,SALMONELLA,KENTUCKY,,,,
1365,SALMONELLA,KENYA,,,,
1366,SALMONELLA,KERMEL,,,,
1367,SALMONELLA,KHAMI,,,,
1368,SALMONELLA,KIAMBU,,,,
1369,SALMONELLA,KIBI,,,,
1370,SALMONELLA,KIBUSI,,,,
1371,SALMONELLA,KIMUENZA,,,,
1372,SALMONELLA,KINDIA,,,,
1373,SALMONELLA,KINGABWA,,,,
1374,SALMONELLA,KINGSTON,,,,
1375,SALMONELLA,KINONDONI,,,,
1376,SALMONELLA,KINSHASA,,,,
1377,SALMONELLA,KINTAMBO,,,,
1378,SALMONELLA,KIRKEE,,,,
1379,SALMONELLA,KISANGANI,,,,
1380,SALMONELLA,KISARAWE,,,,
1381,SALMONELLA,KISII,,,,
1382,SALMONELLA,KITENGE,,,,
1383,SALMONELLA,KIVU,,,,
1384,SALMONELLA,KOKETIME,,,,
1385,SALMONELLA,KOKOLI,,,,
1386,SALMONELLA,KOKOMLEMLE,,,,
1387,SALMONELLA,KOLDA,,,,
1388,SALMONELLA,KONOLFINGEN,,,,
1389,SALMONELLA,KONONGO,,,,
1390,SALMONELLA,KONSTANZ,,,,
1391,SALMONELLA,KORLEBU,,,,
1392,SALMONELLA,KOROVI,,,,
1393,SALMONELLA,KOTTBUS,,,,
1394,SALMONELLA,KOTTE,,,,
1395,SALMONELLA,KOTU,,,,
1396,SALMONELLA,KOUKA,,,,
1397,SALMONELLA,KPEME,,,,
1398,SALMONELLA,KRALENDYK,,,,
1399,SALMONELLA,KREFELD,,,,
1400,SALMONELLA,KUA,,,,
1401,SALMONELLA,KUBACHA,,,,
1402,SALMONELLA,KUESSEL,,,,
1403,SALMONELLA,KUMASI,,,,
1404,SALMONELLA,KUNDUCHI,,,,
1405,SALMONELLA,LABADI,,,,
1406,SALMONELLA,LAGOS,,,,
1407,SALMONELLA,LAMIN,,,,
1408,SALMONELLA,LANDALA,,,,
1409,SALMONELLA,LANDAU,,,,
1410,SALMONELLA,LANDWASSER,,,,
1411,SALMONELLA,LANGENSALZA,,,,
1412,SALMONELLA,LANGEVELD,,,,
1413,SALMONELLA,LANGFORD,,,,
1414,SALMONELLA,LANKA,,,,
1415,SALMONELLA,LANSING,,,,
1416,SALMONELLA,LAREDO,,,,
1417,SALMONELLA,LAROCHELLE,,,,
1418,SALMONELLA,LATTENKAMP,,,,
1419,SALMONELLA,LEEUWARDEN,,,,
1420,SALMONELLA,LEGON,,,,
1421,SALMONELLA,LEIDEN,,,,
1422,SALMONELLA,LEITH,,,,
1423,SALMONELLA,LEOBEN,,,,
1424,SALMONELLA,LEOPOLDVILLE,,,,
1425,SALMONELLA,LERUM,,,,
1426,SALMONELLA,LETHE,,,,
1427,SALMONELLA,LEXINGTON,,,,
1428,SALMONELLA,LICHTENBERG,,,,
1429,SALMONELLA,LIKA,,,,
1430,SALMONELLA,LILLE,,,,
1431,SALMONELLA,LIMBE,,,,
1432,SALMONELLA,LIMETE,,,,
1433,SALMONELLA,LINDENBURG,,,,
1434,SALMONELLA,LINDERN,,,,
1435,SALMONELLA,LINGUERE,,,,
1436,SALMONELLA,LINGWALA,,,,
1437,SALMONELLA,LINTON,,,,
1438,SALMONELLA,LISBOA,,,,
1439,SALMONELLA,LITCHFIELD,,,,
1440,SALMONELLA,LIVERPOOL,,,,
1441,SALMONELLA,LIVINGSTONE,,,,
1442,SALMONELLA,LJUBLJANA,,,,
1443,SALMONELLA,LLANDOFF,,,,
1444,SALMONELLA,LLOBREGAT,,,,
1445,SALMONELLA,LOCKLEAZE,,,,
1446,SALMONELLA,LOHBRUEGGE,,,,
1447,SALMONELLA,LOMA-LINDA,,,,
1448,SALMONELLA,LOME,,,,
1449,SALMONELLA,LOMITA,,,,
1450,SALMONELLA,LONDON,,,,
1451,SALMONELLA,LOUBOMO,,,,
1452,SALMONELLA,LOUGA,,,,
1453,SALMONELLA,LOUISIANA,,,,
1454,SALMONELLA,LUANSHYA,,,,
1455,SALMONELLA,LUKE,,,,
1456,SALMONELLA,MAASTRICHT,,,,
1457,SALMONELLA,MADELIA,,,,
1458,SALMONELLA,MADIGAN,,,,
1459,SALMONELLA,MADJORIO,,,,
1460,SALMONELLA,MADRAS,,,,
1461,SALMONELLA,MAGWA,,,,
1462,SALMONELLA,MAKILING,,,,
1463,SALMONELLA,MAKISO,,,,
1464,SALMONELLA,MAKOMA,,,,
1465,SALMONELLA,MAKUMIRA,,,,
1466,SALMONELLA,MALSTATT,,,,
1467,SALMONELLA,MAMPEZA,,,,
1468,SALMONELLA,MANCHESTER,,,,
1469,SALMONELLA,MANGO,,,,
1470,SALMONELLA,MANHATTAN,,,,
1471,SALMONELLA,MANILA,,,,
1472,SALMONELLA,MARACAIBO,,,,
1473,SALMONELLA,MARBURG,,,,
1474,SALMONELLA,MARIENTHAL,,,,
1475,SALMONELLA,MARINA,,,,
1476,SALMONELLA,MARITZBURG,,,,
1477,SALMONELLA,MARSEILLE,,,,
1478,SALMONELLA,MARYLEBONE,,,,
1479,SALMONELLA,MASSAKORY,,,,
1480,SALMONELLA,MASSENYA,,,,
1481,SALMONELLA,MATADI,,,,
1482,SALMONELLA,MATOPENI,,,,
1483,SALMONELLA,MAYDAY,,,,
1484,SALMONELLA,MBANDAKA,,,,
1485,SALMONELLA,MBAO,,,,
1486,SALMONELLA,MELEAGRIDIS,,,,
1487,SALMONELLA,MENDEN,,,,
1488,SALMONELLA,MENDOZA,,,,
1489,SALMONELLA,MENHADEN,,,,
1490,SALMONELLA,MENSTON,,,,
1491,SALMONELLA,MERSEYSIDE,,,,
1492,SALMONELLA,MESBIT,,,,
1493,SALMONELLA,MGULANI,,,,
1494,SALMONELLA,MIAMI,,,,
1495,SALMONELLA,MICHIGAN,,,,
1496,SALMONELLA,MIDDLESBROUGH,,,,
1497,SALMONELLA,MIDWAY,,,,
1498,SALMONELLA,MIKAWASIMA,,,,
1499,SALMONELLA,MILLESI,,,,
1500,SALMONELLA,MILWAUKEE,,,,
1501,SALMONELLA,MINNEAPOLIS,,,,
1502,SALMONELLA,MINNESOTA,,,,
1503,SALMONELLA,MISHMAR-HAEMEK,,,,
1504,SALMONELLA,MISSISSIPPI,,,,
1505,SALMONELLA,MJIMWEMA,,,,
1506,SALMONELLA,MKAMBA,,,,
1507,SALMONELLA,MOERO,,,,
1508,SALMONELLA,MOKOLA,,,,
1509,SALMONELLA,MOLADE,,,,
1510,SALMONELLA,MONS,,,,
1511,SALMONELLA,MONSCHAUI,,,,
1512,SALMONELLA,MONTEVIDEO,,,,
1513,SALMONELLA,MOREHEAD,,,,
1514,SALMONELLA,MOROCCO,,,,
1515,SALMONELLA,MOROTO,,,,
1516,SALMONELLA,MOSCOW,,,,
1517,SALMONELLA,MOSSELBAY,,,,
1518,SALMONELLA,MOUALINE,,,,
1519,SALMONELLA,MOUNT,PLEASANT,,,
1520,SALMONELLA,MPOUTO,,,,
1521,SALMONELLA,MUENCHEN,,,,
1522,SALMONELLA,MUENSTER,,,,
1523,SALMONELLA,MUGUGA,,,,
1524,SALMONELLA,NACHSHONIM,,,,
1525,SALMONELLA,NAESTVED,,,,
1526,SALMONELLA,NAGOYA,,,,
1527,SALMONELLA,NAIROBI,,,,
1528,SALMONELLA,NAKURU,,,,
1529,SALMONELLA,NANERGOU,,,,
1530,SALMONELLA,NAPOLI,,,,
1531,SALMONELLA,NASHUA,,,,
1532,SALMONELLA,NATAL,,,,
1533,SALMONELLA,NAWARE,,,,
1534,SALMONELLA,NCHANGA,,,,
1535,SALMONELLA,NDJAMENA,,,,
1536,SALMONELLA,NDOLO,,,,
1537,SALMONELLA,NEFTENBACH,,,,
1538,SALMONELLA,NEGEV,,,,
1539,SALMONELLA,NESS-ZIONA,,,,
1540,SALMONELLA,NEUKOELLN,,,,
1541,SALMONELLA,NEW-BRUNSWICK,,,,
1542,SALMONELLA,NEW-HAW,,,,
1543,SALMONELLA,NEW-ROCHELLE,,,,
1544,SALMONELLA,NEWINGTON,,,,
1545,SALMONELLA,NEWLANDS,,,,
1546,SALMONELLA,NEWPORT,,,,
1547,SALMONELLA,NEWYORK,,,,
1548,SALMONELLA,NGILI,,,,
1549,SALMONELLA,NGOZI,,,,
1550,SALMONELLA,NIAREMBE,,,,
1551,SALMONELLA,NIENSTEDTEN,,,,
1552,SALMONELLA,NIEUKERK,,,,
1553,SALMONELLA,NIGERIA,,,,
1554,SALMONELLA,NIJMEGEN,,,,
1555,SALMONELLA,NIMA,,,,
1556,SALMONELLA,NIUMI,,,,
1557,SALMONELLA,NOLA,,,,
1558,SALMONELLA,NORDENHAM,,,,
1559,SALMONELLA,NORDRHEIN,,,,
1560,SALMONELLA,NORWICH,,,,
1561,SALMONELLA,NOTTINGHAM,,,,
1562,SALMONELLA,NOWAWES,,,,
1563,SALMONELLA,NOYA,,,,
1564,SALMONELLA,NUATJA,,,,
1565,SALMONELLA,NYANZA,,,,
1566,SALMONELLA,NYBORG,,,,
1567,SALMONELLA,OAKLAND,,,,
1568,SALMONELLA,OBOGU,,,,
1569,SALMONELLA,OCHIOGU,,,,
1570,SALMONELLA,OCHSENZOLL,,,,
1571,SALMONELLA,OCKENHEIM,,,,
1572,SALMONELLA,ODOZI,,,,
1573,SALMONELLA,OERLIKON,,,,
1574,SALMONELLA,OESTERBRO,,,,
1575,SALMONELLA,OFFA,,,,
1576,SALMONELLA,OGBETE,,,,
1577,SALMONELLA,OHIO,,,,
1578,SALMONELLA,OKATIE,,,,
1579,SALMONELLA,OKERARA,,,,
1580,SALMONELLA,OMDERMAN,,,,
1581,SALMONELLA,ONA,,,,
1582,SALMONELLA,ONDERSTEPOORT,,,,
1583,SALMONELLA,ONIREKE,,,,
1584,SALMONELLA,ORAN,,,,
1585,SALMONELLA,ORANIENBURG,,,,
1586,SALMONELLA,ORDONEZ,,,,
1587,SALMONELLA,ORIENTALIS,,,,
1588,SALMONELLA,ORION,,,,
1589,SALMONELLA,ORITAMERIN,,,,
1590,SALMONELLA,OS,,,,
1591,SALMONELLA,OSKARSHAMN,,,,
1592,SALMONELLA,OSLO,,,,
1593,SALMONELLA,OTHMARSCHEN,,,,
1594,SALMONELLA,OTTERSHAW,,,,
1595,SALMONELLA,OUAKAM,,,,
1596,SALMONELLA,OVERSCHIE,,,,
1597,SALMONELLA,OXFORD,,,,
1598,SALMONELLA,OYONNAX,,,,
1599,SALMONELLA,PAKISTAN,,,,
1600,SALMONELLA,PALIME,,,,
1601,SALMONELLA,PANAMA,,,,
1602,SALMONELLA,PAPUANA,,,,
1603,SALMONELLA,PARATYPHI,A,,,
1604,SALMONELLA,PARATYPHI,B,,,
1605,SALMONELLA,PARATYPHI,C,,,
1606,SALMONELLA,PARERA,,,,
1607,SALMONELLA,PARIS,,,,
1608,SALMONELLA,PASING,,,,
1609,SALMONELLA,PENARTH,,,,
1610,SALMONELLA,PENSACOLA,,,,
1611,SALMONELLA,PERTH,,,,
1612,SALMONELLA,PHARR,,,,
1613,SALMONELLA,PHOENIX,,,,
1614,SALMONELLA,PLYMOUTH,,,,
1615,SALMONELLA,POANO,,,,
1616,SALMONELLA,POMONA,,,,
1617,SALMONELLA,PONTYPRIDD,,,,
1618,SALMONELLA,POONA,,,,
1619,SALMONELLA,PORTSMOUTH,,,,
1620,SALMONELLA,POTSDAM,,,,
1621,SALMONELLA,PRAHA,,,,
1622,SALMONELLA,PRETORIA,,,,
1623,SALMONELLA,PUTTEN,,,,
1624,SALMONELLA,QUENTIN,,,,
1625,SALMONELLA,QUIMBAMBA,,,,
1626,SALMONELLA,QUINIELA,,,,
1627,SALMONELLA,RAMAT-GAN,,,,
1628,SALMONELLA,READING,,,,
1629,SALMONELLA,RECHOVOT,,,,
1630,SALMONELLA,REDBA,,,,
1631,SALMONELLA,REDHILL,,,,
1632,SALMONELLA,REDLANDS,,,,
1633,SALMONELLA,REGENT,,,,
1634,SALMONELLA,REINICKENDORF,,,,
1635,SALMONELLA,REMO,,,,
1636,SALMONELLA,RHODESIENSE,,,,
1637,SALMONELLA,RHONE,,,,
1638,SALMONELLA,RICHMOND,,,,
1639,SALMONELLA,RIDGE,,,,
1640,SALMONELLA,RIED,,,,
1641,SALMONELLA,RIGGIL,,,,
1642,SALMONELLA,RIOGRANDE,,,,
1643,SALMONELLA,RISSEN,,,,
1644,SALMONELLA,ROAN,,,,
1645,SALMONELLA,ROMANBY,,,,
1646,SALMONELLA,ROODEPOORT,,,,
1647,SALMONELLA,ROSTOCK,,,,
1648,SALMONELLA,RUBISLAW,,,,
1649,SALMONELLA,RUIRU,,,,
1650,SALMONELLA,RUNBY,,,,
1651,SALMONELLA,SAARBRUECKEN,,,,
1652,SALMONELLA,SACHSENWALD,,,,
1653,SALMONELLA,SAINT-PAUL,,,,
1654,SALMONELLA,SALFORD,,,,
1655,SALMONELLA,SAMBRE,,,,
1656,SALMONELLA,SAN-DIEGO,,,,
1657,SALMONELLA,SAN-JUAN,,,,
1658,SALMONELLA,SANGALKAM,,,,
1659,SALMONELLA,SANGERA,,,,
1660,SALMONELLA,SANKT-GEORG,,,,
1661,SALMONELLA,SANTHIABA,,,,
1662,SALMONELLA,SAPELE,,,,
1663,SALMONELLA,SAPHRA,,,,
1664,SALMONELLA,SARAJANE,,,,
1665,SALMONELLA,SAUGUS,,,,
1666,SALMONELLA,SCARBOROUGH,,,,
1667,SALMONELLA,SCHWARZENGRUND,,,,
1668,SALMONELLA,SCULCOATES,,,,
1669,SALMONELLA,SEATTLE,,,,
1670,SALMONELLA,SEKONDI,,,,
1671,SALMONELLA,SEMINOLE,,,,
1672,SALMONELLA,SENDAI,,,,
1673,SALMONELLA,SENEGAL,,,,
1674,SALMONELLA,SENFTENBERG,,,,
1675,SALMONELLA,SEREMBAN,,,,
1676,SALMONELLA,SERREKUNDA,,,,
1677,SALMONELLA,SHAMBA,,,,
1678,SALMONELLA,SHANGANI,,,,
1679,SALMONELLA,SHEFFIELD,,,,
1680,SALMONELLA,SHIKMONAH,,,,
1681,SALMONELLA,SHUBRA,,,,
1682,SALMONELLA,SINCHEW,,,,
1683,SALMONELLA,SINGAPORE,,,,
1684,SALMONELLA,SINSTORF,,,,
1685,SALMONELLA,SKANSEN,,,,
1686,SALMONELLA,SOAHANINA,,,,
1687,SALMONELLA,SOERENGA,,,,
1688,SALMONELLA,SOFIA,,,,
1689,SALMONELLA,SOLNA,,,,
1690,SALMONELLA,SOLT,,,,
1691,SALMONELLA,SOMONE,,,,
1692,SALMONELLA,SOUMBEDIOUNE,,,,
1693,SALMONELLA,SOUTHAMPTON,,,,
1694,SALMONELLA,SOUTHBANK,,,,
1695,SALMONELLA,SOUZA,,,,
1696,SALMONELLA,SP,,,,
1697,SALMONELLA,STANLEY,,,,
1698,SALMONELLA,STANLEYVILLE,,,,
1699,SALMONELLA,STEINPLATZ,,,,
1700,SALMONELLA,STENDAL,,,,
1701,SALMONELLA,STERNSCHANZE,,,,
1702,SALMONELLA,STERRENBOS,,,,
1703,SALMONELLA,STOCKHOLM,,,,
1704,SALMONELLA,STONEFERRY,,,,
1705,SALMONELLA,STOURBRIDGE,,,,
1706,SALMONELLA,STRASBOURG,,,,
1707,SALMONELLA,STRATHCONA,,,,
1708,SALMONELLA,STUIVENBERG,,,,
1709,SALMONELLA,SUAREZ,,,,
1710,SALMONELLA,SUELLDORF,,,,
1711,SALMONELLA,SUNDSVALL,,,,
1712,SALMONELLA,SYA,,,,
1713,SALMONELLA,SZENTES,,,,
1714,SALMONELLA,TABLIGBO,,,,
1715,SALMONELLA,TADO,,,,
1716,SALMONELLA,TAFO,,,,
1717,SALMONELLA,TAKORADI,,,,
1718,SALMONELLA,TAKSONY,,,,
1719,SALMONELLA,TAMALE,,,,
1720,SALMONELLA,TANANARIVE,,,,
1721,SALMONELLA,TARSHYNE,,,,
1722,SALMONELLA,TAUNTON,,,,
1723,SALMONELLA,TCHAMBA,,,,
1724,SALMONELLA,TEDDINGTON,,,,
1725,SALMONELLA,TEES,,,,
1726,SALMONELLA,TEKO,,,,
1727,SALMONELLA,TEL-AVIV,,,,
1728,SALMONELLA,TEL-EL-KEBIR,,,,
1729,SALMONELLA,TEL-HASHOMER,,,,
1730,SALMONELLA,TELTOW,,,,
1731,SALMONELLA,TENNESSEE,,,,
1732,SALMONELLA,TESHIE,,,,
1733,SALMONELLA,THETFORD,,,,
1734,SALMONELLA,THOMASVILLE,,,,
1735,SALMONELLA,VIRGINIA,,,,
1736,SALMONELLA,VITKIN,,,,
1737,SALMONELLA,VLEUTEN,,,,
1738,SALMONELLA,VOLKMARSDORF,,,,
1739,SALMONELLA,VOLKSDORF,,,,
1740,SALMONELLA,VOM,,,,
1741,SALMONELLA,WA,,,,
1742,SALMONELLA,WAEDENSWIL,,,,
1743,SALMONELLA,WAGENIA,,,,
1744,SALMONELLA,WANDSBEK,,,,
1745,SALMONELLA,WANDSWORTH,,,,
1746,SALMONELLA,WANGATA,,,,
1747,SALMONELLA,WARAL,,,,
1748,SALMONELLA,WARNOW,,,,
1749,SALMONELLA,WARRAGUL,,,,
1750,SALMONELLA,WASSENAAR,,,,
1751,SALMONELLA,WAYCROSS,,,,
1752,SALMONELLA,WELIKADE,,,,
1753,SALMONELLA,WELTEVREDEN,,,,
1754,SALMONELLA,WENTWORTH,,,,
1755,SALMONELLA,WERNIGERODE,,,,
1756,SALMONELLA,WESTAFRICA,,,,
1757,SALMONELLA,WESTERSTEDE,,,,
1758,SALMONELLA,WESTHAMPTON,,,,
1759,SALMONELLA,WESTON,,,,
1760,SALMONELLA,WESTPHALIA,,,,
1761,SALMONELLA,WEYBRIDGE,,,,
1762,SALMONELLA,WICHITA,,,,
1763,SALMONELLA,WIDEMARSH,,,,
1764,SALMONELLA,WIEN,,,,
1765,SALMONELLA,WIL,,,,
1766,SALMONELLA,WILHELMSBURG,,,,
1767,SALMONELLA,WIMBORNE,,,,
1768,SALMONELLA,WINDERMERE,,,,
1769,SALMONELLA,WINNEBA,,,,
1770,SALMONELLA,WINTERTHUR,,,,
1771,SALMONELLA,WIPPRA,,,,
1772,SALMONELLA,WOERDEN,,,,
1773,SALMONELLA,WOODINVILLE,,,,
1774,SALMONELLA,WORTHINGTON,,,,
1775,SALMONELLA,WYNBERG,,,,
1776,SALMONELLA,YABA,,,,
1777,SALMONELLA,YARRABAH,,,,
1778,SALMONELLA,YOLO,,,,
1779,SALMONELLA,YORUBA,,,,
1780,SALMONELLA,YOVOKOME,,,,
1781,SALMONELLA,ZAIMAN,,,,
1782,SALMONELLA,ZANZIBAR,,,,
1783,SALMONELLA,ZARIA,,,,
1784,SALMONELLA,ZEGA,,,,
1785,SALMONELLA,ZEHLENDORF,,,,
1786,SALMONELLA,ZINDER,,,,
1787,SALMONELLA,ZUERICH,,,,
1788,SALMONELLA,ZWICKAU,,,,
1789,SANDFLY,FEVER,VIRUS,,,
1790,SCEDOSPORIUM,APIOSPERMUM,,,,
1791,SCEDOSPORIUM,PROLIFICANS,,,,
1792,SCEDOSPORIUM,SP,,,,
1793,SCHISTOSOMA,HAEMATOBIUM,,,,
1794,SCHISTOSOMA,INTERCALATUM,,,,
1795,SCHISTOSOMA,MANSONII,,,,
1796,SCHISTOSOMA,OTHER,NAMED,,,
1797,SCHISTOSOMA,SP,,,,
1798,SCOPULARIOPSIS,BREVICAULIS,,,,
1799,SCOPULARIOPSIS,SP,,,,
1800,SERRATIA,ENTOMOPHILA,,,,
1801,SERRATIA,FICARIA,,,,
1802,SERRATIA,FONTICOLA,,,,
1803,SERRATIA,GRIMESII,,,,
1804,SERRATIA,LIQUEFACIENS,,,,
1805,SERRATIA,MARCESCENS,,,,
1806,SERRATIA,ODORIFERA,,,,
1807,SERRATIA,OTHER,NAMED,,,
1808,SERRATIA,PLYMUTHICA,,,,
1809,SERRATIA,PROTEAMACULAS,,,,
1810,SERRATIA,RUBIDAEA,,,,
1811,SERRATIA,SP,,,,
1812,SHEWANELLA,PROFUNDA,,,,
1813,SHEWANELLA,PUTREFACIENS,(PSEUDOMONAS,PUTREFACIENS),,
1814,SHEWANELLA,SP,,,,
1815,SHIGELLA,BOYDII,,,,
1816,SHIGELLA,DYSENTERIAE,,,,
1817,SHIGELLA,FLEXNERI,,,,
